,Region,Name,Year,Series,Value,Category,ISO3
43805,156,China,2017,Tourist/visitor arrivals (thousands),60740,TOU,CHN
43811,156,China,2017,Tourism expenditure (millions of US dollars),38559,TOU,CHN
43839,170,Colombia,2017,Tourist/visitor arrivals (thousands),3631,TOU,COL
43845,170,Colombia,2017,Tourism expenditure (millions of US dollars),5882,TOU,COL
43851,174,Comoros,2017,Tourist/visitor arrivals (thousands),28,TOU,COM
43857,174,Comoros,2017,Tourism expenditure (millions of US dollars),60.6,TOU,COM
43871,184,Cook Islands,2017,Tourist/visitor arrivals (thousands),161,TOU,COK
43877,184,Cook Islands,2017,Tourism expenditure (millions of US dollars),153,TOU,COK
43882,188,Costa Rica,2017,Tourist/visitor arrivals (thousands),2960,TOU,CRI
43888,188,Costa Rica,2017,Tourism expenditure (millions of US dollars),3826,TOU,CRI
43903,191,Croatia,2017,Tourist/visitor arrivals (thousands),15593,TOU,HRV
43908,191,Croatia,2017,Tourism expenditure (millions of US dollars),11128,TOU,HRV
43914,192,Cuba,2017,Tourist/visitor arrivals (thousands),4594,TOU,CUB
43920,192,Cuba,2017,Tourism expenditure (millions of US dollars),3302,TOU,CUB
43938,196,Cyprus,2017,Tourist/visitor arrivals (thousands),3652,TOU,CYP
43944,196,Cyprus,2017,Tourism expenditure (millions of US dollars),3274,TOU,CYP
43967,208,Denmark,2017,Tourist/visitor arrivals (thousands),12426,TOU,DNK
43973,208,Denmark,2017,Tourism expenditure (millions of US dollars),8508,TOU,DNK
43982,262,Djibouti,2017,Tourism expenditure (millions of US dollars),36.2,TOU,DJI
43988,212,Dominica,2017,Tourist/visitor arrivals (thousands),72,TOU,DMA
43994,212,Dominica,2017,Tourism expenditure (millions of US dollars),161,TOU,DMA
44000,214,Dominican Republic,2017,Tourist/visitor arrivals (thousands),6188,TOU,DOM
44006,214,Dominican Republic,2017,Tourism expenditure (millions of US dollars),7184,TOU,DOM
44012,218,Ecuador,2017,Tourist/visitor arrivals (thousands),1806,TOU,ECU
44018,218,Ecuador,2017,Tourism expenditure (millions of US dollars),1554,TOU,ECU
44024,818,Egypt,2017,Tourist/visitor arrivals (thousands),8157,TOU,EGY
44030,818,Egypt,2017,Tourism expenditure (millions of US dollars),8636,TOU,EGY
44036,222,El Salvador,2017,Tourist/visitor arrivals (thousands),1556,TOU,SLV
44042,222,El Salvador,2017,Tourism expenditure (millions of US dollars),1227,TOU,SLV
44056,233,Estonia,2017,Tourist/visitor arrivals (thousands),3244,TOU,EST
44061,233,Estonia,2017,Tourism expenditure (millions of US dollars),2126,TOU,EST
44079,231,Ethiopia,2017,Tourist/visitor arrivals (thousands),933,TOU,ETH
44085,231,Ethiopia,2017,Tourism expenditure (millions of US dollars),2505,TOU,ETH
44091,242,Fiji,2017,Tourist/visitor arrivals (thousands),843,TOU,FJI
44097,242,Fiji,2017,Tourism expenditure (millions of US dollars),1243,TOU,FJI
44103,246,Finland,2017,Tourist/visitor arrivals (thousands),3180,TOU,FIN
44109,246,Finland,2017,Tourism expenditure (millions of US dollars),5207,TOU,FIN
44115,250,France,2017,Tourist/visitor arrivals (thousands),86758,TOU,FRA
44121,250,France,2017,Tourism expenditure (millions of US dollars),67936,TOU,FRA
44125,254,French Guiana,2017,Tourist/visitor arrivals (thousands),111,TOU,GUF
44131,258,French Polynesia,2017,Tourist/visitor arrivals (thousands),199,TOU,PYF
44147,270,Gambia,2017,Tourist/visitor arrivals (thousands),522,TOU,GMB
44152,270,Gambia,2017,Tourism expenditure (millions of US dollars),116,TOU,GMB
44156,268,Georgia,2017,Tourist/visitor arrivals (thousands),4069.4,TOU,GEO
44161,268,Georgia,2017,Tourism expenditure (millions of US dollars),2971,TOU,GEO
44167,276,Germany,2017,Tourist/visitor arrivals (thousands),37452,TOU,DEU
44173,276,Germany,2017,Tourism expenditure (millions of US dollars),56330,TOU,DEU
44182,288,Ghana,2017,Tourism expenditure (millions of US dollars),919,TOU,GHA
44188,300,Greece,2017,Tourist/visitor arrivals (thousands),27194,TOU,GRC
44194,300,Greece,2017,Tourism expenditure (millions of US dollars),19139,TOU,GRC
44200,308,Grenada,2017,Tourist/visitor arrivals (thousands),168,TOU,GRD
44206,308,Grenada,2017,Tourism expenditure (millions of US dollars),482,TOU,GRD
44212,312,Guadeloupe,2017,Tourist/visitor arrivals (thousands),650,TOU,GLP
44222,316,Guam,2017,Tourist/visitor arrivals (thousands),1545,TOU,GUM
44226,320,Guatemala,2017,Tourist/visitor arrivals (thousands),1660,TOU,GTM
44232,320,Guatemala,2017,Tourism expenditure (millions of US dollars),1566,TOU,GTM
44237,324,Guinea,2017,Tourist/visitor arrivals (thousands),99,TOU,GIN
44241,324,Guinea,2017,Tourism expenditure (millions of US dollars),16.6,TOU,GIN
44249,624,Guinea-Bissau,2017,Tourism expenditure (millions of US dollars),16.3,TOU,GNB
44255,328,Guyana,2017,Tourist/visitor arrivals (thousands),247,TOU,GUY
44261,328,Guyana,2017,Tourism expenditure (millions of US dollars),95,TOU,GUY
44267,332,Haiti,2017,Tourist/visitor arrivals (thousands),467,TOU,HTI
44273,332,Haiti,2017,Tourism expenditure (millions of US dollars),460,TOU,HTI
44279,340,Honduras,2017,Tourist/visitor arrivals (thousands),851,TOU,HND
44284,340,Honduras,2017,Tourism expenditure (millions of US dollars),722,TOU,HND
44289,348,Hungary,2017,Tourist/visitor arrivals (thousands),15785,TOU,HUN
44295,348,Hungary,2017,Tourism expenditure (millions of US dollars),8448,TOU,HUN
44301,352,Iceland,2017,Tourist/visitor arrivals (thousands),2225,TOU,ISL
44307,352,Iceland,2017,Tourism expenditure (millions of US dollars),3024,TOU,ISL
44313,356,India,2017,Tourist/visitor arrivals (thousands),15543,TOU,IND
44317,356,India,2017,Tourism expenditure (millions of US dollars),27878,TOU,IND
44323,360,Indonesia,2017,Tourist/visitor arrivals (thousands),14040,TOU,IDN
44328,360,Indonesia,2017,Tourism expenditure (millions of US dollars),14691,TOU,IDN
44345,368,Iraq,2017,Tourism expenditure (millions of US dollars),2959,TOU,IRQ
44351,372,Ireland,2017,Tourist/visitor arrivals (thousands),10338,TOU,IRL
44357,372,Ireland,2017,Tourism expenditure (millions of US dollars),14294,TOU,IRL
44363,376,Israel,2017,Tourist/visitor arrivals (thousands),3613,TOU,ISR
44369,376,Israel,2017,Tourism expenditure (millions of US dollars),7578,TOU,ISR
44375,380,Italy,2017,Tourist/visitor arrivals (thousands),58253,TOU,ITA
44380,380,Italy,2017,Tourism expenditure (millions of US dollars),46719,TOU,ITA
44386,388,Jamaica,2017,Tourist/visitor arrivals (thousands),2353,TOU,JAM
44392,388,Jamaica,2017,Tourism expenditure (millions of US dollars),2809,TOU,JAM
44398,392,Japan,2017,Tourist/visitor arrivals (thousands),28691,TOU,JPN
44404,392,Japan,2017,Tourism expenditure (millions of US dollars),36978,TOU,JPN
44410,400,Jordan,2017,Tourist/visitor arrivals (thousands),3843.5,TOU,JOR
44416,400,Jordan,2017,Tourism expenditure (millions of US dollars),5549,TOU,JOR
44424,398,Kazakhstan,2017,Tourism expenditure (millions of US dollars),2356,TOU,KAZ
44430,404,Kenya,2017,Tourist/visitor arrivals (thousands),1364,TOU,KEN
44435,404,Kenya,2017,Tourism expenditure (millions of US dollars),1564,TOU,KEN
44440,296,Kiribati,2017,Tourist/visitor arrivals (thousands),5.8,TOU,KIR
44444,296,Kiribati,2017,Tourism expenditure (millions of US dollars),4.1,TOU,KIR
44449,414,Kuwait,2017,Tourist/visitor arrivals (thousands),7407,TOU,KWT
44455,414,Kuwait,2017,Tourism expenditure (millions of US dollars),643,TOU,KWT
44460,417,Kyrgyzstan,2017,Tourist/visitor arrivals (thousands),4568,TOU,KGZ
44465,417,Kyrgyzstan,2017,Tourism expenditure (millions of US dollars),480,TOU,KGZ
44483,428,Latvia,2017,Tourist/visitor arrivals (thousands),1949,TOU,LVA
44491,422,Lebanon,2017,Tourist/visitor arrivals (thousands),1857,TOU,LBN
44497,422,Lebanon,2017,Tourism expenditure (millions of US dollars),8086,TOU,LBN
44503,426,Lesotho,2017,Tourist/visitor arrivals (thousands),1137,TOU,LSO
44509,426,Lesotho,2017,Tourism expenditure (millions of US dollars),23,TOU,LSO
44518,438,Liechtenstein,2017,Tourist/visitor arrivals (thousands),79.3,TOU,LIE
44524,440,Lithuania,2017,Tourist/visitor arrivals (thousands),2523,TOU,LTU
44530,440,Lithuania,2017,Tourism expenditure (millions of US dollars),1325,TOU,LTU
44536,442,Luxembourg,2017,Tourist/visitor arrivals (thousands),1046,TOU,LUX
44541,442,Luxembourg,2017,Tourism expenditure (millions of US dollars),4993,TOU,LUX
44547,450,Madagascar,2017,Tourist/visitor arrivals (thousands),255,TOU,MDG
44553,450,Madagascar,2017,Tourism expenditure (millions of US dollars),849,TOU,MDG
44559,454,Malawi,2017,Tourist/visitor arrivals (thousands),837,TOU,MWI
44565,454,Malawi,2017,Tourism expenditure (millions of US dollars),35,TOU,MWI
44571,458,Malaysia,2017,Tourist/visitor arrivals (thousands),25948,TOU,MYS
44577,458,Malaysia,2017,Tourism expenditure (millions of US dollars),20311,TOU,MYS
44583,462,Maldives,2017,Tourist/visitor arrivals (thousands),1390,TOU,MDV
44586,462,Maldives,2017,Tourism expenditure (millions of US dollars),2771,TOU,MDV
44590,466,Mali,2017,Tourist/visitor arrivals (thousands),193.3,TOU,MLI
44595,466,Mali,2017,Tourism expenditure (millions of US dollars),206.4,TOU,MLI
44600,470,Malta,2017,Tourist/visitor arrivals (thousands),2274,TOU,MLT
44606,470,Malta,2017,Tourism expenditure (millions of US dollars),1746,TOU,MLT
44612,584,Marshall Islands,2017,Tourist/visitor arrivals (thousands),6,TOU,MHL
44618,584,Marshall Islands,2017,Tourism expenditure (millions of US dollars),18.1,TOU,MHL
44624,474,Martinique,2017,Tourist/visitor arrivals (thousands),536,TOU,MTQ
44630,474,Martinique,2017,Tourism expenditure (millions of US dollars),510,TOU,MTQ
44633,478,Mauritania,2017,Tourism expenditure (millions of US dollars),24,TOU,MRT
44639,480,Mauritius,2017,Tourist/visitor arrivals (thousands),1342,TOU,MUS
44645,480,Mauritius,2017,Tourism expenditure (millions of US dollars),2005,TOU,MUS
44651,484,Mexico,2017,Tourist/visitor arrivals (thousands),39291,TOU,MEX
44657,484,Mexico,2017,Tourism expenditure (millions of US dollars),22467,TOU,MEX
44668,492,Monaco,2017,Tourist/visitor arrivals (thousands),355,TOU,MCO
44673,496,Mongolia,2017,Tourist/visitor arrivals (thousands),469,TOU,MNG
44679,496,Mongolia,2017,Tourism expenditure (millions of US dollars),462,TOU,MNG
44684,499,Montenegro,2017,Tourist/visitor arrivals (thousands),1877,TOU,MNE
44688,499,Montenegro,2017,Tourism expenditure (millions of US dollars),1110,TOU,MNE
44694,500,Montserrat,2017,Tourist/visitor arrivals (thousands),8.8,TOU,MSR
44700,500,Montserrat,2017,Tourism expenditure (millions of US dollars),8.4,TOU,MSR
44706,504,Morocco,2017,Tourist/visitor arrivals (thousands),11349,TOU,MAR
44712,504,Morocco,2017,Tourism expenditure (millions of US dollars),9086,TOU,MAR
44717,508,Mozambique,2017,Tourist/visitor arrivals (thousands),1447,TOU,MOZ
44722,508,Mozambique,2017,Tourism expenditure (millions of US dollars),164,TOU,MOZ
44728,104,Myanmar,2017,Tourist/visitor arrivals (thousands),3443,TOU,MMR
44734,104,Myanmar,2017,Tourism expenditure (millions of US dollars),1988,TOU,MMR
44740,516,Namibia,2017,Tourist/visitor arrivals (thousands),1499,TOU,NAM
44744,516,Namibia,2017,Tourism expenditure (millions of US dollars),449,TOU,NAM
44748,520,Nauru,2017,Tourism expenditure (millions of US dollars),3.9,TOU,NRU
44754,524,Nepal,2017,Tourist/visitor arrivals (thousands),940,TOU,NPL
44760,524,Nepal,2017,Tourism expenditure (millions of US dollars),712,TOU,NPL
44766,528,Netherlands,2017,Tourist/visitor arrivals (thousands),17924,TOU,NLD
44770,528,Netherlands,2017,Tourism expenditure (millions of US dollars),23414,TOU,NLD
44776,540,New Caledonia,2017,Tourist/visitor arrivals (thousands),121,TOU,NCL
44785,554,New Zealand,2017,Tourist/visitor arrivals (thousands),3555,TOU,NZL
44791,554,New Zealand,2017,Tourism expenditure (millions of US dollars),10594,TOU,NZL
44797,558,Nicaragua,2017,Tourist/visitor arrivals (thousands),1787,TOU,NIC
44803,558,Nicaragua,2017,Tourism expenditure (millions of US dollars),841,TOU,NIC
44809,562,Niger,2017,Tourist/visitor arrivals (thousands),164,TOU,NER
44814,562,Niger,2017,Tourism expenditure (millions of US dollars),91,TOU,NER
44823,566,Nigeria,2017,Tourism expenditure (millions of US dollars),2615,TOU,NGA
44829,570,Niue,2017,Tourist/visitor arrivals (thousands),9.8,TOU,NIU
44848,580,Northern Mariana Islands,2017,Tourist/visitor arrivals (thousands),656,TOU,MNP
44855,578,Norway,2017,Tourist/visitor arrivals (thousands),6252,TOU,NOR
44861,578,Norway,2017,Tourism expenditure (millions of US dollars),6840,TOU,NOR
44866,512,Oman,2017,Tourist/visitor arrivals (thousands),2316,TOU,OMN
44871,512,Oman,2017,Tourism expenditure (millions of US dollars),2717,TOU,OMN
44892,586,Pakistan,2017,Tourism expenditure (millions of US dollars),866,TOU,PAK
44898,585,Palau,2017,Tourist/visitor arrivals (thousands),123,TOU,PLW
44903,585,Palau,2017,Tourism expenditure (millions of US dollars),123,TOU,PLW
44908,591,Panama,2017,Tourist/visitor arrivals (thousands),1843,TOU,PAN
